,query_id,Used Sources (cited),Question,Output (cited),Output,Sent (cited),Sent,Citation Dict,Abstention Type,op,All Sources,All URLs,All Sources (cited),annotator_id,t2v_coverage,timestamp,precise_citations,is_covered,Sentences Need Citation,human_fluency_rating,human_utility_rating
10,170,[],Who is the father of the composer of film Calendar Girls (2015 Film)?,"Patrick Doyle, a renowned composer, is the father of Patrick Neil Doyle, who scored Calendar Girls (2015).","Patrick Doyle, a renowned composer, is the father of Patrick Neil Doyle, who scored Calendar Girls (2015).","['Patrick Doyle, a renowned composer, is the father of Patrick Neil Doyle, who scored Calendar Girls (2015).']","['Patrick Doyle, a renowned composer, is the father of Patrick Neil Doyle, who scored Calendar Girls (2015).']",{'0': {'citation_numbers': []}},No Failure,Post Hoc,,,,JnWOZNB21QHPObQ,[],2024-09-04 19:11:33.273038+00,"[{""annotations"":[],""sentence_id"":0}]","[{""coverage"":-1,""sentence_id"":0}]",[True],3,3
11,135,[],"Are Yarkovo, Tyumen Oblast and Lermontovka located in the same country?","Yes, Yarkovo and Lermontovka, both in Tyumen Oblast, are located in the same country, Russia.","Yes, Yarkovo and Lermontovka, both in Tyumen Oblast, are located in the same country, Russia.","['Yes, Yarkovo and Lermontovka, both in Tyumen Oblast, are located in the same country, Russia.']","['Yes, Yarkovo and Lermontovka, both in Tyumen Oblast, are located in the same country, Russia.']",{'0': {'citation_numbers': []}},No Failure,Post Hoc,,,,6gbJojnMbJMuo9Z,[],2024-09-04 19:04:53.748131+00,"[{""annotations"":[],""sentence_id"":0}]","[{""coverage"":-1,""sentence_id"":0}]",[True],3,3
12,121,[],Are both Merry Christmas Creek and Mike Drew Brook located in the same country?,"Yes, both Merry Christmas Creek and Mike Drew Brook are located in the same country, Canada.","Yes, both Merry Christmas Creek and Mike Drew Brook are located in the same country, Canada.","['Yes, both Merry Christmas Creek and Mike Drew Brook are located in the same country, Canada.']","['Yes, both Merry Christmas Creek and Mike Drew Brook are located in the same country, Canada.']",{'0': {'citation_numbers': []}},No Failure,Post Hoc,,,,6gbJojnMbJMuo9Z,[],2024-09-04 18:58:03.422975+00,"[{""annotations"":[],""sentence_id"":0}]","[{""coverage"":-1,""sentence_id"":0}]",[True],3,3
13,150,[],"Who was born first, Edward Pierrepont Beckwith or Maria-Magdalena Kennes?","Edward Pierrepont Beckwith was born before Maria-Magdalena Kennes, making him the first of the two.","Edward Pierrepont Beckwith was born before Maria-Magdalena Kennes, making him the first of the two.","['Edward Pierrepont Beckwith was born before Maria-Magdalena Kennes, making him the first of the two.']","['Edward Pierrepont Beckwith was born before Maria-Magdalena Kennes, making him the first of the two.']",{'0': {'citation_numbers': []}},No Failure,Post Hoc,,,,eQBKoJjNAPP7V6Z,[],2024-09-04 19:05:20.028567+00,"[{""annotations"":[],""sentence_id"":0}]","[{""coverage"":-1,""sentence_id"":0}]",[True],3,3
14,166,"[""https://simple.wikipedia.org/wiki/Iron_Man_(1951_movie)\n\x1b[92m[2] From Simple English Wikipedia, the free encyclopedia Iron Man is a 1951 American drama movie directed by Joseph Pevney and is the second adaption of the 1930 novel of the same name by W. R. Burnett.\x1b[0m It stars Jeff Chandler, Evelyn Keyes, Stephen McNally, Rock Hudson, Joyce Holden, Jim Backus and was distributed by Universal Pictures. Other websites[change | change source] Iron Man on IMDb Iron Man at AllMovie Iron Man at the TCM Movie Database This short article about movies can be made longer. You can help Wikipedia by adding to it. Retrieved from 'https://simple.wikipedia.org/w/index.php?title=Iron_Man_(1951_movie)&oldid=8090706' Categories: 1951 drama movies1950s American drama moviesMovies based on booksUniversal Pictures moviesMovies directed by Joseph PevneyHidden category: Movie stubs This page was last changed on 6 March 2022, at 11:13. "", 'https://en.wikipedia.org/wiki/Iron_Man_(1951_film)\n\x1b[92m[3] In other projects Appearance move to sidebar hide From Wikipedia, the free encyclopedia 1951 film Iron ManFilm poster by Reynold BrownDirected byJoseph PevneyScreenplay byBorden ChaseGeorge ZuckermanBased onthe novelby W. R. BurnettProduced byAaron RosenbergStarringJeff ChandlerEvelyn KeyesStephen McNallyCinematographyCarl E. GuthrieEdited byRussell F. SchoengarthColor processBlack and whiteProductioncompanyUniversal PicturesDistributed byUniversal PicturesRelease date September 20, 1951 (1951-09-20) Running time82 minutesCountryUnited StatesLanguageEnglishBox office$1 million (US rentals) Iron Man is a 1951 American film noir drama sport film directed by Joseph Pevney and starring Jeff Chandler, Evelyn Keyes and Stephen McNally.\x1b[0m The film features an early appearance by Rock Hudson playing a competing boxer. The film is a remake of a film produced two decades earlier by director Tod Browning, also titled Iron Man. Plot ', 'https://livius1.com/2024/07/16/iron-man/\nIron Man boasts a George Zuckerman/Borden Chase screenplay from a novel by W R Burnett. Those are pretty impressive credentials right there and the movie moves smoothly through its hour and twenty minute run time to a conclusion that some might see as predictable but which  is deeply satisfying for its redemptive and restorative qualities. \x1b[92m[4] Director Joseph Pevney keeps it fluid and scenes are generally well paced.\x1b[0m It’s the type of material that suited the talents of Pevney and the team around him and cinematographer Carl Guthrie creates some fine images, especially the early stuff below ground in the mine and then later in the fight sequences. Pevney and Guthrie shoot and cut expertly here, making use of starkly lit close-ups alternating with wider pans to draw the viewer into the fight and heighten the tension. The outcome might not be in serious doubt yet the stylish way it is presented is a pleasure to watch, and the emotional and thematic payoff is undoubtedly worth it. ', 'Joseph Pevney\n\x1b[92m[0] Joseph Pevney (September 15, 1911 – May 18, 2008) was an American film and television director.\x1b[0m ', ""Iron Man (1951 film)\n\x1b[92m[1] Iron Man is a 1951 American film noir drama sport film directed by Joseph Pevney and starring Jeff Chandler, Evelyn Keyes and Stephen McNally.\x1b[0m The film features an early appearance by Rock Hudson playing a competing boxer. The film is a remake of a film produced two decades earlier by director Tod Browning, also called 'Iron Man'. ""]",What is the date of birth of the director of film Iron Man (1951 Film)?,"The director of the 1951 film Iron Man, Joseph Pevney, was born on September 15, 1911 [92m[0][0m[92m[1][0m[92m[2][0m[92m[3][0m[92m[4][0m.","The director of the 1951 film Iron Man, Joseph Pevney, was born on September 15, 1911.","['The director of the 1951 film Iron Man, Joseph Pevney, was born on September 15, 1911 \x1b[92m[0]\x1b[0m\x1b[92m[1]\x1b[0m\x1b[92m[2]\x1b[0m\x1b[92m[3]\x1b[0m\x1b[92m[4]\x1b[0m.']","['The director of the 1951 film Iron Man, Joseph Pevney, was born on September 15, 1911.']","{'0': {'citation_numbers': [0, 1, 2, 3, 4]}}",No Failure,Post Hoc,,,,JDbKqDU0kVcpzSa,[4.83030152320862],2024-09-04 19:10:19.118517+00,"[{""annotations"":[1,1,1,1,1],""sentence_id"":0}]","[{""coverage"":1,""sentence_id"":0}]",[True],3,3
15,141,[],Do both directors of films Le Jour Se Lève and Speed Demon (1932 Film) share the same nationality?,"No. The directors of ""Le Jour Se Lève"" and ""Speed Demon"" have different nationalities. Marcel Carné, the director of ""Le Jour Se Lève,"" is French, while Alfred Hitchcock, the director of ""Speed Demon,"" is British.","No. The directors of ""Le Jour Se Lève"" and ""Speed Demon"" have different nationalities. Marcel Carné, the director of ""Le Jour Se Lève,"" is French, while Alfred Hitchcock, the director of ""Speed Demon,"" is British.","['No.', 'The directors of ""Le Jour Se Lève"" and ""Speed Demon"" have different nationalities.', 'Marcel Carné, the director of ""Le Jour Se Lève,"" is French, while Alfred Hitchcock, the director of ""Speed Demon,"" is British.']","['No.', 'The directors of ""Le Jour Se Lève"" and ""Speed Demon"" have different nationalities.', 'Marcel Carné, the director of ""Le Jour Se Lève,"" is French, while Alfred Hitchcock, the director of ""Speed Demon,"" is British.']","{'0': {'citation_numbers': []}, '1': {'citation_numbers': []}, '2': {'citation_numbers': []}}",No Failure,Gemini,,,,6BBinbmBretqjJt,[],2024-09-04 18:26:01.695601+00,"[{""annotations"":[],""sentence_id"":0},{""annotations"":[],""sentence_id"":1},{""annotations"":[],""sentence_id"":2}]","[{""coverage"":-1,""sentence_id"":0},{""coverage"":-1,""sentence_id"":1},{""coverage"":-1,""sentence_id"":2}]","[False, False, True]",3,2
16,156,"[""Carmen Miranda\nCarmen Miranda (born Maria do Carmo Miranda da Cunha; February 9, 1909 – August 5, 1955), was a Portuguese-born Brazilian samba singer, dancer, Broadway actress, and film star who was popular from the 1930s to the 1950s. Nicknamed 'The Brazilian Bombshell', Miranda is noted for her signature fruit hat outfit she wore in her American films. As a young woman, she designed hats in a boutique before making her first recordings with composer Josué de Barros in 1929. Miranda's 1930 recording of 'Taí (Pra Você Gostar de Mim)', written by Joubert de Carvalho, catapulted her to stardom in Brazil as the foremost interpreter of samba. During the 1930s Miranda performed on Brazilian radio and appeared in five Brazilian 'chanchadas', films celebrating Brazilian music, dance, and the country's carnival culture. ' Hello, Hello Brazil!' and 'Hello, Hello, Carnival!' embodied the spirit of these early Miranda films. The 1939 musical 'Banana da Terra' (directed by Ruy Costa) gave the world her 'Baiana' image, inspired by African-Brazilians from the northeastern state of Bahia. In 1939, Broadway producer Lee Shubert offered Miranda an eight-week contract to perform in 'The Streets of Paris' after seeing her at Cassino da Urca in Rio de Janeiro. The following year she made her first Hollywood film, 'Down Argentine Way' with Don Ameche and Betty Grable, and her exotic clothing and Lusophone accent became her trademark. That year, she was voted the third-most-popular personality in the United States; she and her group, Bando da Lua, were invited to sing and dance for President Franklin D. Roosevelt. In 1943, Miranda starred in Busby Berkeley's 'The Gang's All Here,' which was noted for its musical numbers with the fruit hats that became her trademark. By 1945, she was the highest-paid woman in the United States. Miranda made 14 Hollywood films between 1940 and 1953. Although she was hailed as a talented performer, her popularity waned by the end of World War II. Miranda came to resent the stereotypical 'Brazilian Bombshell' image she had cultivated, and attempted to free herself of it with limited success. She focused on nightclub appearances and became a fixture on television variety shows. Despite being stereotyped, Miranda's performances popularized Brazilian music and increased public awareness of Latin culture. In 1941 she was the first Latin American star to be invited to leave her hand and footprints in the courtyard of Grauman's Chinese Theatre, and was the first South American honored with a star on the Hollywood Walk of Fame. Miranda is considered the precursor of Brazil's 1960s Tropicalismo cultural movement. \x1b[92m[0] A museum was built in Rio de Janeiro in her honor, and in 1995 she was the subject of the documentary .\x1b[0m ""]",When did the performer of song Yipsee-I-O die?,"The performer of the song ""Yipsee-I-O"" passed away on August 8, 1995 [92m[0][0m.","The performer of the song ""Yipsee-I-O"" passed away on August 8, 1995.","['The performer of the song ""Yipsee-I-O"" passed away on August 8, 1995 \x1b[92m[0]\x1b[0m.']","['The performer of the song ""Yipsee-I-O"" passed away on August 8, 1995.']",{'0': {'citation_numbers': [0]}},No Failure,Post Hoc,,,,JDbKqDU0kVcpzSa,[109.857435703278],2024-09-04 19:07:43.688811+00,"[{""annotations"":[1],""sentence_id"":0}]","[{""coverage"":0,""sentence_id"":0}]",[True],3,3
17,123,"[""The Burnt Theatre\n\x1b[92m[0] The Burnt Theatre, or' Les Artistes du Théâtre Brûlé', is a 2005 French- Cambodian docudrama directed and co-written by Rithy Panh.\x1b[0m A blend of fact and fiction, based on the actual lives of the actors, the film depicts a troupe of actors and dancers struggling to practise their art in the burned- out shell of Cambodia's former national theatre, the Preah Suramarit National Theatre in Phnom Penh. ' The Burnt Theatre' premiered at the 2005 Cannes Film Festival as an official selection in the out- of- competition main programme, and has been screened at several other film festivals. "", ""Rithy Panh\n\x1b[92m[1] Rithy Panh( born April 18, 1964) is a Cambodian documentary film director and screenwriter.\x1b[0m The French- schooled director's films focus on the aftermath of the genocidal Khmer Rouge regime in Cambodia. Rithy Panh's works are from an authoritative viewpoint, because his family were expelled from Phnom Penh in 1975 by the Khmer Rouge. One after another, his father, mother, sisters and nephews died of starvation or exhaustion, as they were held in a remote labor camp in rural Cambodia. ""]",Do both directors of films The Burnt Theatre and Good Times (Film) have the same nationality?,"Yes, both directors of The Burnt Theatre and Good Times are Cambodian, sharing the same nationality [92m[0][0m[92m[1][0m.","Yes, both directors of The Burnt Theatre and Good Times are Cambodian, sharing the same nationality.","['Yes, both directors of The Burnt Theatre and Good Times are Cambodian, sharing the same nationality \x1b[92m[0]\x1b[0m\x1b[92m[1]\x1b[0m.']","['Yes, both directors of The Burnt Theatre and Good Times are Cambodian, sharing the same nationality.']","{'0': {'citation_numbers': [0, 1]}}",No Failure,Post Hoc,,,,lCEp5abdrghSE78,[35.2250695228577],2024-09-04 18:58:36.50787+00,"[{""annotations"":[1,1],""sentence_id"":0}]","[{""coverage"":0,""sentence_id"":0}]",[True],3,3
18,241,[],What is the date of death of the director of film Kamyabi?,"The director of the film ""Kamyabi,"" Basu Chatterjee, passed away on June 4, 2020.","The director of the film ""Kamyabi,"" Basu Chatterjee, passed away on June 4, 2020.","['The director of the film ""Kamyabi,"" Basu Chatterjee, passed away on June 4, 2020.']","['The director of the film ""Kamyabi,"" Basu Chatterjee, passed away on June 4, 2020.']",{'0': {'citation_numbers': []}},No Failure,Post Hoc,,,,DO1DhOd0kwIHrgb,[],2024-09-04 19:45:32.88506+00,"[{""annotations"":[],""sentence_id"":0}]","[{""coverage"":-1,""sentence_id"":0}]",[True],3,3
19,131,"[""Călin Peter Netzer\n\x1b[92m[0] Călin Peter Netzer (born 1 May 1975) is a Romanian film director who won the Golden Bear at the 63rd Berlin International Film Festival.\x1b[0m Born in Petroșani to a family of Romanian and German origins, Netzer emigrated with his family to West Germany in 1983. In 1994, he returned to Romania in order to study film direction at the Academy of Theatre and Film in Bucharest. His first feature film, 'Maria' (2003), won the Special Prize of the Jury at the Locarno International Film Festival, among other prizes at this and other film festivals. 'Poziția copiluluiChild's Pose', 2013), his third feature film, won him the Golden Bear at the 63rd Berlin International Film Festival. The film has been selected as the Romanian entry for the Best Foreign Language Film at the 86th Academy Awards. ""]","When is the director of film Ana, Mon Amour 's birthday?","The director of ""Ana, Mon Amour,"" Călin Peter Netzer, celebrates his birthday on May 1 [92m[0][0m.","The director of ""Ana, Mon Amour,"" Călin Peter Netzer, celebrates his birthday on May 1.","['The director of ""Ana, Mon Amour,"" Călin Peter Netzer, celebrates his birthday on May 1 \x1b[92m[0]\x1b[0m.']","['The director of ""Ana, Mon Amour,"" Călin Peter Netzer, celebrates his birthday on May 1.']",{'0': {'citation_numbers': [0]}},No Failure,Post Hoc,,,,JDbKqDU0kVcpzSa,[5.41548180580139],2024-09-04 19:00:36.197304+00,"[{""annotations"":[1],""sentence_id"":0}]","[{""coverage"":1,""sentence_id"":0}]",[True],3,3
20,132,[],"What is the date of death of Mariam, Daughter Of Bagrat Iv Of Georgia's father?","Bagrat IV of Georgia's father, George I, died on August 16, 1027.","Bagrat IV of Georgia's father, George I, died on August 16, 1027.","[""Bagrat IV of Georgia's father, George I, died on August 16, 1027.""]","[""Bagrat IV of Georgia's father, George I, died on August 16, 1027.""]",{'0': {'citation_numbers': []}},No Failure,Post Hoc,,,,6BBinbmBretqjJt,[],2024-09-04 18:17:46.189136+00,"[{""annotations"":[],""sentence_id"":0}]","[{""coverage"":-1,""sentence_id"":0}]",[True],3,3
21,219,"[""Bill Conti\n\x1b[92m[0] William Conti (born April 13, 1942) is an American composer and conductor, best known for his film scores, including 'Rocky' (and four of its sequels), 'Karate Kid' (and all of its sequels), 'For Your Eyes OnlyDynasty', and 'The Right Stuff', which earned him an Academy Award for Best Original Score.\x1b[0m He also received nominations in the Best Original Song category for 'Gonna Fly Now' from 'Rocky' and for the title song of 'For Your Eyes Only'. He was the musical director at the Academy Awards a record nineteen times. ""]",What is the award that the composer of film The Karate Kid Part Iii won?,Bill Conti won the ASCAP Award for his work on The Karate Kid Part III [92m[0][0m.,Bill Conti won the ASCAP Award for his work on The Karate Kid Part III.,['Bill Conti won the ASCAP Award for his work on The Karate Kid Part III \x1b[92m[0]\x1b[0m.'],['Bill Conti won the ASCAP Award for his work on The Karate Kid Part III.'],{'0': {'citation_numbers': [0]}},No Failure,Post Hoc,,,,6gbJojnMbJMuo9Z,[33.7806420326233],2024-09-04 20:09:50.624172+00,"[{""annotations"":[0],""sentence_id"":0}]","[{""coverage"":0,""sentence_id"":0}]",[True],3,3
22,178,"[""Luciano Salce\n\x1b[92m[0] Luciano Salce (25 September 1922, in Rome – 17 December 1989, in Rome) was an Italian film director, actor and lyricist.\x1b[0m His 1962 film 'Le pillole di Ercole' was shown as part of a retrospective on Italian comedy at the 67th Venice International Film Festival. As a writer of pop music, he used the pseudonym Pilantra. During World War II, he was a prisoner in Germany. He later worked for several years in Brazil. ""]",Where was the director of film The Black Sheep (1968 Film) born?,"The director of ""The Black Sheep,"" Luciano Salce, was born in Rome, Italy [92m[0][0m.","The director of ""The Black Sheep,"" Luciano Salce, was born in Rome, Italy.","['The director of ""The Black Sheep,"" Luciano Salce, was born in Rome, Italy \x1b[92m[0]\x1b[0m.']","['The director of ""The Black Sheep,"" Luciano Salce, was born in Rome, Italy.']",{'0': {'citation_numbers': [0]}},No Failure,Post Hoc,,,,6gbJojnMbJMuo9Z,[79.001145362854],2024-09-04 19:18:38.646896+00,"[{""annotations"":[1],""sentence_id"":0}]","[{""coverage"":1,""sentence_id"":0}]",[True],3,3
23,263,[],Which award the performer of song Holiday Romance won?,"Unfortunately, I couldn't find any specific information about the performer of ""Holiday Romance"" winning an award. It's possible that the song or its performer hasn't received any major awards, or that the information isn't widely available.","Unfortunately, I couldn't find any specific information about the performer of ""Holiday Romance"" winning an award. It's possible that the song or its performer hasn't received any major awards, or that the information isn't widely available.","['Unfortunately, I couldn\'t find any specific information about the performer of ""Holiday Romance"" winning an award.', ""It's possible that the song or its performer hasn't received any major awards, or that the information isn't widely available.""]","['Unfortunately, I couldn\'t find any specific information about the performer of ""Holiday Romance"" winning an award.', ""It's possible that the song or its performer hasn't received any major awards, or that the information isn't widely available.""]","{'0': {'citation_numbers': []}, '1': {'citation_numbers': []}}",No Failure,Gemini,,,,KHdznSlY7WjzguP,[],2024-09-04 20:41:57.074011+00,"[{""annotations"":[],""sentence_id"":0},{""annotations"":[],""sentence_id"":1}]","[{""coverage"":-1,""sentence_id"":0},{""coverage"":-1,""sentence_id"":1}]","[True, True]",3,2
24,174,"[""Black Market Rustlers\n\x1b[92m[0] Black Market Rustlers is a 1943 American Western film directed by S. Roy Luby and written by Patricia Harper.\x1b[0m \x1b[92m[6] The film stars Ray' Crash' Corrigan, Dennis Moore, Max Terhune, Evelyn Finley, Steve Clark and Glenn Strange.\x1b[0m \x1b[92m[1] The film was released on August 27, 1943, by Monogram Pictures.\x1b[0m "", ""The Naked Brothers Band: The Movie\nThe Naked Brothers Band is an 2007 American children's musical comedy film written and directed by Polly Draper, which stars her sons, Nat Wolff and Alex Wolff, who portray members of a fictional rock group. \x1b[92m[5] It tells of the boys' struggles with their fame and an internal dispute that causes the band to split before reuniting in the end.\x1b[0m The film is emboldened by Nat's band, The Silver Boulders, which he created in preschool with his friends Joshua Kaye, Thomas Batuello, and David Levi, who all portray themselves. It also includes Allie DiMeco as Nat's fictional female interest, the siblings' real- life cousin Jesse Draper as the group's babysitter, Draper's husband Michael Wolff playing his sons' widowed accordion- playing dad, and real life friends Cooper Pillot and Cole Hawkins portraying the other members of the band. \x1b[92m[7] Draper shot the film in the style of a mockumentary — a parody in documentary format—that depicts the daily activities of the characters.\x1b[0m \x1b[92m[4] Nat composed and performed the music, yet one song had been written by Alex.\x1b[0m \x1b[92m[9] Principal photography took place in mid-2004 on location in New York City, and the interior scenes were vastly filmed in the family's Manhattan apartment.\x1b[0m \x1b[92m[3] Draper's brother, Tim, a venture capitalist, provided financial incentives for the shoot.\x1b[0m In late 2005, Polly Draper, known for her role in' Thirtysomething', and her jazz musician husband Michael Wolff entered the film at the Hamptons International Film Festival, where it won the audience award. \x1b[92m[2] Former Nickelodeon president Albie Hecht attended the screening and purchased the movie, in association with his Worldwide Biggies label.\x1b[0m \x1b[92m[8] It became the pilot for the subsequent Nickelodeon show of the same name, airing in the United States on January 27, 2007.\x1b[0m The series was created and produced by Draper and premiered in February 2007, to the channel's highest ratings in seven years for viewers in the 6–11 age group. ""]","Which film came out earlier, Black Market Rustlers or The Naked Brothers Band: The Movie?",Black Market Rustlers came out earlier than The Naked Brothers Band: The Movie [92m[0][0m[92m[1][0m[92m[2][0m[92m[3][0m[92m[4][0m[92m[5][0m[92m[6][0m[92m[7][0m[92m[8][0m[92m[9][0m.,Black Market Rustlers came out earlier than The Naked Brothers Band: The Movie.,['Black Market Rustlers came out earlier than The Naked Brothers Band: The Movie \x1b[92m[0]\x1b[0m\x1b[92m[1]\x1b[0m\x1b[92m[2]\x1b[0m\x1b[92m[3]\x1b[0m\x1b[92m[4]\x1b[0m\x1b[92m[5]\x1b[0m\x1b[92m[6]\x1b[0m\x1b[92m[7]\x1b[0m\x1b[92m[8]\x1b[0m\x1b[92m[9]\x1b[0m.'],['Black Market Rustlers came out earlier than The Naked Brothers Band: The Movie.'],"{'0': {'citation_numbers': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]}}",No Failure,Post Hoc,,,,JnWOZNB21QHPObQ,[49.89049243927],2024-09-04 19:18:14.791286+00,"[{""annotations"":[1,0,0,0,0,0,0,0,1,0],""sentence_id"":0}]","[{""coverage"":1,""sentence_id"":0}]",[True],3,3
25,183,"[""https://www.imdb.com/name/nm0586198/#:~:text=Born%20in%20Hungary%2C%20George%20has,and%20creating%20around%20the%20world.\n)हिंदी (भारत)Italiano (Italia)Português (Brasil)Español (España)Español (México)Use app BiographyAwardsIMDbProAll topicsGeorge MihalkaDirectorProducerAdditional CrewIMDbProStarmeterSee rankGeorge Mihalka is known for the ease with which he moves from drama to action to comedy in theatrical features and television, both in English and French. George's films, television movies, and miniseries have been honoured with over 50 nominations and awards in Canada, the United States, and around the world.\x1b[92m[1] Born in Hungary, George has lived in Canada since the age of 10 and has enjoyed working and creating around the world.\x1b[0m He has received the Life Time Achievement Award and the Distinguished Service Award from the Directors Guild of Canada.A master storyteller, George has also parlayed a celebrated directing career into work as a Show-runner, Executive Producer and Production Executive.For the last four years, (2019-2023) George has been working as the Co-Creator and Executive Producer on Hunyadi:""]",Where was the director of film Windsor Protocol born?,"The director of the film ""Windsor Protocol,"" George Mihalka, was born in Budapest, Hungary [92m[1][0m.","The director of the film ""Windsor Protocol,"" George Mihalka, was born in Budapest, Hungary.","['The director of the film ""Windsor Protocol,"" George Mihalka, was born in Budapest, Hungary \x1b[92m[1]\x1b[0m.']","['The director of the film ""Windsor Protocol,"" George Mihalka, was born in Budapest, Hungary.']",{'0': {'citation_numbers': [1]}},No Failure,Gemini,,,,6gbJojnMbJMuo9Z,[80.1360564231873],2024-09-04 19:20:57.567569+00,"[{""annotations"":[1],""sentence_id"":0}]","[{""coverage"":0,""sentence_id"":0}]",[True],3,3
26,103,[],What is the place of birth of the director of film Lobster For Breakfast?,"The director of ""Lobster for Breakfast,"" Giorgio Capitani, was born in Rome, Italy.","The director of ""Lobster for Breakfast,"" Giorgio Capitani, was born in Rome, Italy.","['The director of ""Lobster for Breakfast,"" Giorgio Capitani, was born in Rome, Italy.']","['The director of ""Lobster for Breakfast,"" Giorgio Capitani, was born in Rome, Italy.']",{'0': {'citation_numbers': []}},No Failure,Gemini,,,,cDes1aVDZIV9RhP,[],2024-09-04 18:47:00.792036+00,"[{""annotations"":[],""sentence_id"":0}]","[{""coverage"":-1,""sentence_id"":0}]",[True],3,3
